word|styled-context|chapter|location
medran|"encia de la ambición que espera desde abajo. Yo me lucí en Roma, admiré a los fieles en Madrid, deslumbro a los vetustenses y seré Obispo cuando llegue a los sesenta. Entonces haré yo la comedia de la humildad y no aceptaré esa limosna. Los intrigantes suben; los amigos, los aduladores, los lacayos <span style=""color: rgb(0, 0, 255);"">medran</span> sin necesidad de sermones; pero nosotros, los que hemos de ascender por nuestro mérito apostólico, no podemos ser impacientes, tenemos que esperar en una actitud digna de sumisión y respeto. ¡Farsa, pura farsa! ¡Oh, si yo echase a volar mi dinero!... Pero mi dinero es de mi madre, y además yo"|XI|Location 4634
arcas.|"por nuestro mérito apostólico, no podemos ser impacientes, tenemos que esperar en una actitud digna de sumisión y respeto. ¡Farsa, pura farsa! ¡Oh, si yo echase a volar mi dinero!... Pero mi dinero es de mi madre, y además yo no quiero comprar lo que es mío, lo que merezco por mi cabeza, no por mis <span style=""color: rgb(0, 0, 255);"">arcas.</span> ¿No quedábamos en que era yo una lumbrera? ¿No se dijo que en mí tenía firme columna el templo cristiano? Pues si soy una columna, ¿por qué no me echan encima el peso que me toca? Soy columna o palillo de dientes, señor Cardenal, ¿en qué quedamos?».

El Magistral, que estaba solo y seguro de "|XI|Location 4637
andrina|"gua.

El Magistral no oyó siquiera. En seguida entró en el despacho una joven de veinte años, alta, delgada, pálida, pero de formas suficientemente rellenas para los contornos que necesita la hermosura femenina. La palidez era de un tono suave, delicado, que hacía muy buen contraste con el negro de <span style=""color: rgb(0, 0, 255);"">andrina</span> de los ojos grandes, soñadores, de movimientos bruscos; unos ojos que parecía que hacían gimnasia, obligados día y noche a las contorsiones místicas de una piedad maquinal, mitad postiza y falsificada. Las facciones de aquel rostro se acercaban al canon griego y casaba muy bien con ellas la "|XI|Location 4643
despilfarro|"aco estaban delante de ellas. El Marquesito las detuvo haciendo una cortesía exagerada, que era una de sus maneras de hacer esprit, como decía ya el mismo Ronzal. Mesía saludó muy formalmente.

De la confitería nueva salían chorros de gas que deslumbraban a los vetustenses, no acostumbrados a tales <span style=""color: rgb(0, 0, 255);"">despilfarro</span>s de gas. Don Álvaro veía a la Regenta envuelta en aquella claridad de batería de teatro y notó en la primer mirada que no era ya la mujer distraída de aquella tarde. Sin saber por qué, le había desanimado la mirada plácida, franca, tranquila de poco antes, y sin mayor fundamento, la de a"|XI|Location 4688
aguerrido|"ción cualquiera teñía de color de rosa. Por consejo de don Robustiano, el médico, De Pas hacía gimnasia con pesos de muchas libras; era un Hércules. Un día de revolución un patriota le había dado el ¡quién vive! en las afueras, cerca de la noche. De Pas rompió el fusil de chispa en las espaldas del <span style=""color: rgb(0, 0, 255);"">aguerrido</span> centinela, que le había querido coser a bayonetazos, porque no se entregaba a discreción. Nadie supo aquella hazaña, ni el mismo don Santos Barinaga que andaba a caza de las calumnias y verdades que corrían contra La Cruz Roja, como él llamaba, colectivamente, al Provisor y a su madre. En "|XI|Location 4723
le había querido coser a bayonetazos,|"color de rosa. Por consejo de don Robustiano, el médico, De Pas hacía gimnasia con pesos de muchas libras; era un Hércules. Un día de revolución un patriota le había dado el ¡quién vive! en las afueras, cerca de la noche. De Pas rompió el fusil de chispa en las espaldas del aguerrido centinela, que <span style=""color: rgb(0, 0, 255);"">le había querido coser a bayonetazos,</span> porque no se entregaba a discreción. Nadie supo aquella hazaña, ni el mismo don Santos Barinaga que andaba a caza de las calumnias y verdades que corrían contra La Cruz Roja, como él llamaba, colectivamente, al Provisor y a su madre. En cuanto al miliciano, habí"|XI|Location 4723
extravían|" que lo creyó muy oportuno.

—¿Y no es más que eso?

—No, señor.—Entonces...—La señora me ha dicho que entregara a Usía mismo esta carta, que era urgente y los criados podrían perderla... o tardar en entregarla a Usía.

Teresina se movió en el pasillo. La oyó el Magistral y dijo:

—En mi casa no se <span style=""color: rgb(0, 0, 255);"">extravían</span> las cartas. Si otra vez viene usted con un recado por escrito, puede usted entregarlo ahí fuera... con toda confianza.

Petra sonrió de un modo que ella creyó discreto y retorció una punta del delantal.

—Perdóneme Usía...—dijo con voz temblorosa y ruborizándose.

—No hay de qué, hija mía."|XI|Location 4758
altanería,|" sobre el hábito, negro también, de estameña con ribetes blancos. Parecía doña Paula, por traje y rostro, una amortajada.

Petra saludó un poco turbada. Doña Paula la midió con los ojos, sin disimulo.

—¿Qué quería usted?—preguntó, como pudo haberlo preguntado la pared.

Petra se repuso y, casi con <span style=""color: rgb(0, 0, 255);"">altanería,</span> contestó:

—Era un recado para el señor Magistral.

Y salió del despacho. En la puerta de la escalera la recibió con afable sonrisa Teresina y se despidieron con sendos besos en las mejillas, como las señoritas de Vetusta. Eran amigas, ambas de la aristocracia de la servidumbre. Se respet"|XI|Location 4774
recado|" con ellas. Les dije que hoy no se sentaba el señor Magistral; y doña Visita que ya quería irse antes, cogió del brazo a doña Ana y se la llevó.

—¿Y qué decían?—preguntó don Cayetano.

—Doña Ana callaba. Doña Visita estaba incomodada porque la señora Regenta había querido venir sin mandar antes un <span style=""color: rgb(0, 0, 255);"">recado</span>. Creo que fueron a paseo, porque doña Visita dijo no sé qué del Espolón.

—¡Al Espolón!—gritó Ripamilán, cogiendo con una mano un brazo del Magistral y con la otra la teja—. ¡Al Espolón!

—¡Pero don Cayetano!—Es cuestión de honra para mí; de ese desaire tengo yo culpa en cierto modo.

—Pero s"|XI|Location 4775
desenvoltura,|"Teresina y se despidieron con sendos besos en las mejillas, como las señoritas de Vetusta. Eran amigas, ambas de la aristocracia de la servidumbre. Se respetaban sin perjuicio de tenerse envidia. Petra envidiaba a Teresina la estatura, los ojos y la casa del Magistral. Teresina envidiaba a Petra su <span style=""color: rgb(0, 0, 255);"">desenvoltura,</span> su gracia, su conocimiento de las maneras finas y de la vida de ciudad.

—¿Qué te quiere esa señora?—preguntó doña Paula en cuanto se vio a solas con su hijo.

—No sé; aún no he abierto la carta.

—¿Una carta?—Sí, esa. Don Fermín hubiera deseado a su madre a cien leguas. No podía ocult"|XI|Location 4778
mucho se lo agradecería|"articular».

«Mi querido amigo: hoy no he podido ir a comulgar; necesito ver a usted
antes; necesito reconciliar. No crea usted que son escrúpulos de esos
contra los que usted me prevenía; creo que se trata de una cosa seria.
Si usted fuera tan amable que consintiera en oírme esta tarde un
momento, <span style=""color: rgb(0, 0, 255);"">mucho se lo agradecería</span> su hija espiritual y affma.
amiga, q.b.s.m.,

ANA DE OZORES DE QUINTANAR».
—¡Jesús, qué carta!—exclamó doña Paula con los ojos clavados en su hijo.

—¿Qué tiene?—preguntó el Magistral, volviendo la espalda.

—¿Te parece bien ese modo de escribir al confesor? Parece cosa de do"|XI|Location 4799
mequetrefes|"yer tarde no fuiste a ver al señor de Ronzal.

—Se me pasó la hora de la cita....

—Ya lo sé; estuviste dos horas y media en el confesonario, y el señor Ronzal se cansó de esperar y no tuvo contestación que dar al señor Pablo, que se volvió al pueblo creyendo que tú y Ronzal y yo y todos somos unos <span style=""color: rgb(0, 0, 255);"">mequetrefes</span> sin palabra, que sabemos explotarlos cuando los necesitamos y cuando ellos nos necesitan los dejamos en la estacada.

—Pero, madre, tiempo hay; el chico está en el cuartel, no se los han llevado; no salen para Valladolid hasta el sábado... hay tiempo....

—Sí, hay tiempo para que se pudr"|XI|Location 4811
estacada.|"ia en el confesonario, y el señor Ronzal se cansó de esperar y no tuvo contestación que dar al señor Pablo, que se volvió al pueblo creyendo que tú y Ronzal y yo y todos somos unos mequetrefes sin palabra, que sabemos explotarlos cuando los necesitamos y cuando ellos nos necesitan los dejamos en la <span style=""color: rgb(0, 0, 255);"">estacada.</span>

—Pero, madre, tiempo hay; el chico está en el cuartel, no se los han llevado; no salen para Valladolid hasta el sábado... hay tiempo....

—Sí, hay tiempo para que se pudra en el calabozo. ¿Y qué dirá Ronzal? Si tú que estás más interesado te olvidas del asunto, ¿qué hará él?

—Pero, señor"|XI|Location 4811
calabozo.|"fes sin palabra, que sabemos explotarlos cuando los necesitamos y cuando ellos nos necesitan los dejamos en la estacada.

—Pero, madre, tiempo hay; el chico está en el cuartel, no se los han llevado; no salen para Valladolid hasta el sábado... hay tiempo....

—Sí, hay tiempo para que se pudra en el <span style=""color: rgb(0, 0, 255);"">calabozo.</span> ¿Y qué dirá Ronzal? Si tú que estás más interesado te olvidas del asunto, ¿qué hará él?

—Pero, señora, el deber es primero.

—El deber, el deber... es cumplir con la gente, ¡Fermo! ¿Y por qué se le ha antojado al espantajo de don Cayetano encajarte ahora esa herencia?

—¿Qué herencia? De "|XI|Location 4814
endiosas|"as, y se apoyaba en el marco de la puerta, indicando deseo de salir pronto.

—¿Qué herencia?—repitió.

—Esa señora; esa de la carta, que por lo visto cree que mi hijo no tiene más que hacer que verla a ella.

—Madre, es usted injusta.—Fermo, yo bien sé lo que me digo. Tú... eres demasiado bueno. Te <span style=""color: rgb(0, 0, 255);"">endiosas</span> y no ves ni entiendes.

Doña Paula creía que endiosarse valía tanto como elevar el pensamiento a las regiones celestes.—El Arcediano y don Custodio—prosiguió—hicieron anoche comidilla de la confesata en la tertulia de doña Visitación, esa tarasca; sí señor, comidilla de la confesata de la o"|XI|Location 4821
tarasca;|"n sé lo que me digo. Tú... eres demasiado bueno. Te endiosas y no ves ni entiendes.

Doña Paula creía que endiosarse valía tanto como elevar el pensamiento a las regiones celestes.—El Arcediano y don Custodio—prosiguió—hicieron anoche comidilla de la confesata en la tertulia de doña Visitación, esa <span style=""color: rgb(0, 0, 255);"">tarasca;</span> sí señor, comidilla de la confesata de la otra; y si había durado dos horas o no había durado dos horas....

El Magistral se santiguó y dijo:

—¿Ya murmuran? ¡Infames!

—Sí, ¡ya! ¡ya! y por eso hablo yo: porque estas cosas, en tiempo. ¿Te acuerdas de la Brigadiera? ¿Te acuerdas de lo que me"|XI|Location 4823
calumnian,|"taro a la fuente.... Don Fortunato es una malva, corriente; no es un Obispo, es un borrego, pero....

—¡Le tengo en un puño!—Ya lo sé, y yo en otro; pero ya sabes que es ciego cuando se empeña en una cosa; y si Su Ilustrísima polichinela da otra vez en la manía de que pueden decir verdad los que te <span style=""color: rgb(0, 0, 255);"">calumnian,</span> estás perdido.

—Don Fortunato no se mueve sin orden mía.

—No te fíes, es porque te cree infalible; pero el día que le hagan ver tus escándalos....

—¿Cómo ha de ver eso, madre?

—Bueno, ya me entiendes; creerlos como si los viera; ese día estamos perdidos; la malva, el polichinela, el b"|XI|Location 4833
farolón...|"
—¡Ta, ta, ta, ta! Envidia, pura envidia. ¿Respeto? Dios lo dé. El Arcediano querría confesar a la de Quintanar, es natural, él es muy amigo de darse tono, y de que digan.... ¡Dios me perdone! pero creo que le gusta que murmuren de él, y que digan si enamora a las beatas o no las enamora.... ¡Es un <span style=""color: rgb(0, 0, 255);"">farolón...</span> y un malvado!

—Madre, usted exagera; ¿cómo un sacerdote?...

—Fermo, tú eres un papanatas; el mundo está perdido: por eso todos piensan mal y por eso hay que andar con cien ojos.... Hay que aparentar más virtud que se tiene, aunque se sea un ángel. ¿No sabes que de nosotros dicen mil per"|XI|Location 4846
