word|ch-context-styled|chapter|kindle-location
calumnian,|"sus dicharachos yo los piso a todos?<br><br>—Sí, hasta ahora; pero ¿quién responde? Tantas veces va el cántaro a la fuente.... Don Fortunato es una malva, corriente; no es un Obispo, es un borrego, pero....<br><br>—¡Le tengo en un puño!—Ya lo sé, y yo en otro; pero ya sabes que es ciego cuando se empeña en una cosa; y si Su Ilustrísima polichinela da otra vez en la manía de que pueden decir verdad los que te <span style=""color: rgb(0, 0, 255);"">calumnian,</span> estás perdido.<br><br>—Don Fortunato no se mueve sin orden mía.<br><br>—No te fíes, es porque te cree infalible; pero el día que le hagan ver tus escándalos....<br><br>—¿Cómo ha de ver eso, madre?<br><br>—Bueno, ya me entiendes; creerlos como si los viera; ese día estamos perdidos; la malva, el polichinela, el borrego será un tigre, y del Provisorato te echa a la cárcel de corona.—Madre... está usted exaltada."|XI|Location 4833
farolón...|" estas cosas en una tertulia de señoras? ¿cómo entiende esta gente el respeto a las cosas sagradas?<br><br>—¡Ta, ta, ta, ta! Envidia, pura envidia. ¿Respeto? Dios lo dé. El Arcediano querría confesar a la de Quintanar, es natural, él es muy amigo de darse tono, y de que digan.... ¡Dios me perdone! pero creo que le gusta que murmuren de él, y que digan si enamora a las beatas o no las enamora.... ¡Es un <span style=""color: rgb(0, 0, 255);"">farolón...</span> y un malvado!<br><br>—Madre, usted exagera; ¿cómo un sacerdote?...<br><br>—Fermo, tú eres un papanatas; el mundo está perdido: por eso todos piensan mal y por eso hay que andar con cien ojos.... Hay que aparentar más virtud que se tiene, aunque se sea un ángel. ¿No sabes que de nosotros dicen mil perrerías? Glocester, don Custodio, Foja, don Santos y el mismísimo don Álvaro Mesía, con toda su diplo"|XI|Location 4846
aplomo,|"ú tienes la culpa de que no se case la de Páez, la primera millonaria de Vetusta, que no encuentra novio que le agrade... por culpa tuya.<br><br>—Madre...—¿Qué más? Hasta les parece mal que enseñes la doctrina a las niñas de la Santa Obra del Catecismo....<br><br>—¡Miserables!—Sí, miserables; pero van siendo muchos miserables, y el día menos pensado nos tumban.<br><br>—Eso no, madre—gritó el Magistral perdiendo el <span style=""color: rgb(0, 0, 255);"">aplomo,</span> con las mejillas cárdenas y las puntas de acero, que tenía en las pupilas, erizadas como dispuestas a la defensa—. ¡Eso no, madre! Yo los tengo a todos debajo del zapato, y los aplasto el día que quiero. Soy el más fuerte. Ellos, todos, todos, sin dejar uno, son unos estúpidos; ni mala intención saben tener.<br><br>Doña Paula sonrió, sin que su hijo lo notase. «Así te quiero» pensó, y siguió dic"|XI|Location 4863
estrujar|" en pintarle los peligros de la calumnia; sabía que le lastimaba el alma, pero a su juicio era un dolor necesario, porque temía para su hijo la caída de Salomón.<br><br>La madre de don Fermín creía en la omnipotencia de la mujer. Ella era buen ejemplo. No temía que las intrigas del Cabildo pudiesen gran cosa contra el prestigio de su Fermín, que era el instrumento de que ella, doña Paula, se valía para <span style=""color: rgb(0, 0, 255);"">estrujar</span> el Obispado. Fermín era la ambición, el ansia de dominar; su madre la codicia, el ansia de poseer. Doña Paula se figuraba la diócesis como un lagar de sidra de los que había en su aldea; su hijo era la fuerza, la viga y la pesa que exprimían el fruto, oprimiendo, cayendo poco a poco; ella era el tornillo que apretaba; por la espiga de acero de su voluntad iba resbalando la voluntad, para "|XI|Location 4879
por más que|"; estas señoras son las que lo saben todo, a veces aunque no haya nada. Le habían dicho, sobre poco más o menos, y sin estilo flamenco, lo mismo que Orgaz contaba en el Casino dos días antes: que don Álvaro estaba enamorado de la Regenta, o por lo menos quería enamorarla, como a tantas otras. «Aquel don Álvaro era un enemigo de su hijo. Lo sabía ella». Ni el mismo don Fermín le tenía por enemigo, <span style=""color: rgb(0, 0, 255);"">por más que</span> varias veces había adivinado en él un rival en el dominio de Vetusta. Pero doña Paula tenía superior instinto; veía más que nadie en lo que interesaba al poderío de su hijo. «Aquel don Álvaro era otro buen mozo, listo también, arrogante, hombre de mundo; tenía el prestigio del amor, contaba con las mujeres respectivas de muchos personajes de Vetusta, y a veces con los personajes mismos"|XI|Location 4888
¿No cabía en lo posible que|"s personajes mismos, gracias a las mujeres; era el jefe de un partido, el brazo derecho, y la cabeza acaso, de los Vegallana... podía disputar a Fermín, con fuerzas iguales acaso, el dominio de Vetusta, de aquella Vetusta que necesitaba siempre un amo y cuando no lo tenía se quejaba de la falta «de carácter» de los hombres importantes. Y ¿por qué no había de estar ya Mesía disputando ese dominio? <span style=""color: rgb(0, 0, 255);"">¿No cabía en lo posible que</span> la Regenta, aquella santa, y el don Alvarito, se entendieran y quisieran coger en una trampa al pobre Fermo?». Estas malas artes, por complicadas y sutiles que fuesen, las suponía fácilmente doña Paula en cualquier caso, porque ella pasaba la vida entregada a combinaciones semejantes. De estas sospechas no comunicó a su hijo más que lo suficiente para prevenirle contra "|XI|Location 4893
retozaba|" y quisieran coger en una trampa al pobre Fermo?». Estas malas artes, por complicadas y sutiles que fuesen, las suponía fácilmente doña Paula en cualquier caso, porque ella pasaba la vida entregada a combinaciones semejantes. De estas sospechas no comunicó a su hijo más que lo suficiente para prevenirle contra la Regenta y sus confesiones de dos horas. No citó el nombre de Mesía. En los labios le <span style=""color: rgb(0, 0, 255);"">retozaba</span> esta pregunta:<br><br>«¿Pero de qué demontres hablasteis dos horas seguidas?».<br><br>No se atrevió a tanto. «Al fin su hijo era un sacerdote y ella era cristiana».<br><br>Preguntar aquello le parecía una irreverencia, un sacrilegio que hubiera puesto a Fermo fuera de sí, y no había para qué.<br><br>—Adiós, madre—dijo don Fermín cuando doña Paula calló por no atreverse con la pregunta sacrílega.<br><br>Ya estaba en la"|XI|Location 4897
airado,|"a habrá concluido....<br><br>—¡Bueno, bueno!—quedó murmurando ella—no ganamos para multas.<br><br>Por fin el Magistral se vio fuera de su casa, con el placer de un estudiante que escapa de la férula de un dómine implacable.<br><br>El sol brillaba acercándose al cenit. Sobre Vetusta ni una sola nube. El cielo parecía andaluz.<br><br>Sí, pero el buen humor del Magistral se había nublado; su madre le había puesto nervioso, <span style=""color: rgb(0, 0, 255);"">airado,</span> no sabía contra quién.<br><br>«Aquel era su tirano: un tirano consentido, amado, muy amado, pero formidable a veces. ¿Y cómo romper aquellas cadenas? A ella se lo debía todo. Sin la perseverancia de aquella mujer, sin su voluntad de acero que iba derecha a un fin rompiendo por todo ¿qué hubiera sido él? Un pastor en las montañas, o un cavador en las minas. Él valía más que todos, pero su madre v"|XI|Location 4908
empecatado|"caserón de los Ozores, en la Plaza Nueva, podrida de vieja.<br><br>El Magistral se dejó introducir en el estrado por una criada sesentona, que ladraba a los pobres como los perros malos. A los curas les lamería los pies de buen grado.<br><br>—Espere usted un poco, señor Magistral, haga el favor de sentarse; el señor está allá dentro y sale en seguida... (Con voz misteriosa y agria.) Está ahí el médico... ese <span style=""color: rgb(0, 0, 255);"">empecatado</span> primo de la señora.<br><br>—Sí, ya, don Robustiano: ¿pues qué hay, Fulgencia?<br><br>—Creo que Sor Teresa está algo peor... pero no es para tanto alarmar a los pobrecitos señores. ¿Verdad, señor Magistral, que la pobre señorita no está de cuidado?<br><br>—Creo que no, Fulgencia; pero ¿qué dice el médico? ¿Viene de allá?<br><br>—Sí, señor, de allá; y ahí dentro daba gritos... viene furioso... es un loco. No sé "|XII|Location 4975
pocilga|" mío; el primo está inconsolable. ¡Buen día de su santo! Le he dicho la verdad, toda la verdad; y, es claro, ahora que la cosa no tiene remedio, se desespera.... Es decir, remedio... yo creo que sí... pero estas ideas exageradas que... en fin, a usted se le puede hablar con franqueza, porque es una persona ilustrada.<br><br>—¿Qué hay, don Robustiano? ¿Viene usted de las Salesas?<br><br>—Sí, señor; de aquella <span style=""color: rgb(0, 0, 255);"">pocilga</span> vengo.<br><br>—¿Cómo está Rosita?<br><br>—¿Qué Rosita? ¡Si ya no hay Rosita! Si ya se acabó Rosita; ahora es Sor Teresa, que no tiene rosas ni en el nombre, ni en las mejillas.<br><br>Don Robustiano se acercó al Magistral; miró a todos los rincones, a todas las puertas, y con la mano delante de la boca, dijo:<br><br>—¡Aquello es el acabose!<br><br>El Magistral sintió un escalofrío.<br><br>—¿Usted cree?—Sí, creo en una catást"|XII|Location 5008
acabose!|"<br><br>—¿Qué hay, don Robustiano? ¿Viene usted de las Salesas?<br><br>—Sí, señor; de aquella pocilga vengo.<br><br>—¿Cómo está Rosita?<br><br>—¿Qué Rosita? ¡Si ya no hay Rosita! Si ya se acabó Rosita; ahora es Sor Teresa, que no tiene rosas ni en el nombre, ni en las mejillas.<br><br>Don Robustiano se acercó al Magistral; miró a todos los rincones, a todas las puertas, y con la mano delante de la boca, dijo:<br><br>—¡Aquello es el <span style=""color: rgb(0, 0, 255);"">acabose!</span><br><br>El Magistral sintió un escalofrío.<br><br>—¿Usted cree?—Sí, creo en una catástrofe próxima. Es decir, distingo, distingo en nombre de la ciencia. Yo, Somoza, no puedo esperar nada bueno; yo, hombre de ciencia, necesito declarar, primero: que si la niña sigue respirando en aquel medio... no hay salvación, pero si se la saca de allí... tal vez haya esperanza; segundo: que es un crimen, un crimen"|XII|Location 5012
lesa|"ustos para el mismo don Francisco de Asís, para los suyos y para muchos de fuera.<br><br>Doña Lucía, su esposa, confesaba con el Magistral. Este era el pontífice infalible en aquel hogar honrado. Tenían cuatro hijas los Carraspique; todas habían hecho su primera confesión con don Fermín; habían sido educadas en el convento que había escogido don Fermín; y las dos primeras habían profesado, una en las Sa<span style=""color: rgb(0, 0, 255);"">lesa</span>s y otra en las Clarisas.<br><br>El palacio de Carraspique, comprado por poco dinero en la quiebra de un noble liberal, que murió del disgusto, estaba enfrente del caserón de los Ozores, en la Plaza Nueva, podrida de vieja.<br><br>El Magistral se dejó introducir en el estrado por una criada sesentona, que ladraba a los pobres como los perros malos. A los curas les lamería los pies de buen grado.<br><br>—Espere "|XII|Location 5016
llámelo usted hache.|"nuó el doctor—que mi pobre Carraspique está supeditado a la voluntad de algún fanático, v. gr. el Rector del Seminario. ¿No le parece a usted que puede ser el señor Escosura, ese Torquemada pour rire, el que ha traído a esta casa tanta desgracia?<br><br>—No, señor; no creo que sea ese, ni que haya en esta casa tanta desgracia como usted dice.<br><br>—¡Van ya dos niñas al hoyo!<br><br>—¿Cómo al hoyo?—O al convento, <span style=""color: rgb(0, 0, 255);"">llámelo usted hache.</span><br><br>—Pero el convento no es la muerte; como usted comprende, yo no puedo opinar en este punto....<br><br>—Sí, sí, comprendo y usted dispense. Pero en fin, ya que existen conventos, señor, que los construyan en condiciones higiénicas. Si yo fuera gobierno, cerraba todos los que no estuvieran reconocidos por la ciencia. La higiene pública prescribe....<br><br>El señor Somoza expuso latamente v"|XII|Location 5035
alcantarillas|"era fuerte; en su constitución no hay vicio alguno; pero no le da el sol nunca y se la está comiendo la humedad; necesita calor y no lo tiene; luz y allí le falta; aire puro y allí se respira la peste; ejercicio y allí no se mueve; distracciones y allí no las hay; buen alimento y allí come mal y poco..., pero no importa; Dios está satisfecho por lo visto. ¿Cuál es la perfección? La vida entre dos <span style=""color: rgb(0, 0, 255);"">alcantarillas</span>. ¿El mundo está perdido? Pues vámonos a vivir metiditos en un... inodoro.<br><br>Y como esta palabra, si bien le parecía culta, no expresaba lo que él quería, sino lo contrario, añadió:<br><br>—En un inodoro... que es la antítesis—así dijo—de un inodoro.<br><br>—En fin, señores—prosiguió—ustedes defienden el absurdo y ahí no llega mi paciencia. Resumen; la ciencia ofrece la salud de Rosita con aires d"|XII|Location 5100
Trabuco,|"d de aquellos párpados, siempre enjutos, la tragó antes que asomara.<br><br>La lágrima era de agradecimiento. «El Magistral les sacrificaba el nombre y hasta la conveniencia de un amigo, de un gran amigo, de un defensor, de un partidario suyo, de todo un Ronzal el diputado. Bien hacía ella en entregar las llaves del corazón y de la conciencia a tal hombre, a aquel santo, pensaría mejor».<br><br>Ronzal, alias <span style=""color: rgb(0, 0, 255);"">Trabuco,</span> aspiraba a la mano de una Carraspique, fuere cual fuere, porque su presupuesto de gastos aumentaba y el de ingresos disminuía; y don Francisco de Asís era un millonario que educaba muy bien a sus hijas. Pero el Magistral tenía otros proyectos.<br><br>—¿Un impío Ronzal?—preguntó asustado Carraspique.<br><br>—Sí, un impío... relativamente. No basta que la religión esté en los labios, no basta que se re"|XII|Location 5123
